2016-06-03,83.00,83.010002,82.120003,82.550003,2824800,82.550003
2016-06-02,83.209999,83.370003,82.449997,83.239998,3684300,83.239998
2016-06-01,82.07,83.849998,81.910004,83.449997,4137400,83.449997
2016-05-31,83.559998,84.059998,83.160004,83.709999,4361500,83.709999
2016-05-27,83.120003,83.800003,83.010002,83.769997,3127700,83.769997
2016-05-26,83.82,84.480003,83.25,83.349998,4739300,83.349998
2016-05-25,83.00,83.949997,82.339996,83.57,4932700,83.57
2016-05-24,81.970001,83.410004,81.830002,82.75,5802300,82.75
2016-05-23,80.790001,82.099998,80.709999,81.730003,4870200,81.730003
2016-05-20,81.599998,81.82,80.720001,81.019997,5092900,81.019997
2016-05-19,82.260002,82.480003,80.150002,81.089996,13749700,81.089996
2016-05-18,76.769997,78.489998,76.639999,77.870003,7229400,77.870003
2016-05-17,77.459999,77.550003,76.57,76.769997,4569200,76.769997
2016-05-16,76.669998,77.690002,76.00,77.309998,4127500,77.309998
2016-05-13,76.00,77.339996,75.949997,76.370003,3575200,76.370003
2016-05-12,76.449997,76.790001,75.190002,75.889999,2718900,75.889999
2016-05-11,75.989998,76.919998,75.779999,75.790001,2484200,75.790001
2016-05-10,75.129997,75.980003,74.949997,75.919998,2701300,75.919998
2016-05-09,74.25,75.32,74.199997,74.620003,2118100,74.620003
2016-05-06,73.50,74.32,73.169998,74.25,3080100,74.25
2016-05-05,74.110001,74.589996,73.639999,73.809998,2082900,73.809998
2016-05-04,74.309998,74.629997,73.540001,73.989998,2834500,73.989998
2016-05-03,76.400002,76.68,74.379997,74.900002,3266800,74.900002
2016-05-02,76.300003,77.43,75.709999,77.25,3281500,77.25
2016-04-29,75.010002,76.059998,74.480003,75.800003,3221300,75.800003
2016-04-28,75.379997,76.639999,74.959999,75.379997,3791200,75.379997
2016-04-27,75.669998,76.199997,74.800003,75.690002,3339500,75.690002
2016-04-26,76.800003,76.800003,75.800003,76.209999,1943900,76.209999
2016-04-25,76.18,76.830002,75.879997,76.510002,2445200,76.510002
2016-04-22,76.230003,76.870003,75.349998,76.480003,3174100,76.480003
2016-04-21,76.660004,77.82,76.50,77.150002,3540300,77.150002
2016-04-20,76.199997,76.639999,75.790001,76.139999,1988600,76.139999
2016-04-19,77.589996,77.589996,75.529999,76.190002,2162800,76.190002
2016-04-18,76.239998,77.290001,75.860001,77.269997,1908300,77.269997
2016-04-15,76.25,76.540001,75.879997,76.309998,2123800,76.309998
2016-04-14,76.00,76.589996,75.660004,76.150002,2687500,76.150002
2016-04-13,74.769997,76.190002,74.449997,75.949997,3090200,75.949997
2016-04-12,74.529999,74.540001,73.440002,74.269997,2239100,74.269997
2016-04-11,75.470001,75.50,74.129997,74.160004,2142600,74.160004
2016-04-08,75.720001,75.940002,74.300003,74.849998,2375700,74.849998
2016-04-07,74.910004,75.459999,74.68,75.32,3833500,75.32
2016-04-06,74.760002,75.68,74.470001,75.580002,2033300,75.580002
2016-04-05,74.879997,75.510002,74.360001,74.580002,2359300,74.580002
2016-04-04,75.849998,76.440002,75.410004,75.690002,2978100,75.690002
2016-04-01,73.379997,75.949997,73.110001,75.730003,4547700,75.730003
2016-03-31,74.059998,74.389999,73.379997,73.830002,4207100,73.830002
2016-03-30,73.00,74.660004,72.959999,74.300003,5172500,74.300003
2016-03-29,71.540001,72.690002,70.709999,72.300003,4596200,72.300003
2016-03-28,72.389999,72.68,71.410004,71.949997,2681800,71.949997
2016-03-24,71.540001,72.449997,71.059998,72.440002,2698800,72.440002
2016-03-23,71.690002,72.580002,71.489998,71.779999,2938600,71.779999
2016-03-22,72.160004,73.279999,71.699997,72.849998,3341600,72.849998
2016-03-21,72.50,72.669998,71.690002,72.25,2846300,72.25
2016-03-18,73.099998,73.540001,72.190002,72.650002,5951400,72.650002
2016-03-17,72.529999,73.18,71.599998,72.720001,3369200,72.720001
2016-03-16,71.269997,72.919998,71.110001,72.730003,2981200,72.730003
2016-03-15,71.779999,72.349998,71.089996,71.699997,3201300,71.699997
2016-03-14,71.309998,72.489998,71.169998,72.220001,3848600,72.220001
2016-03-11,71.160004,71.900002,70.870003,71.629997,3425100,71.629997
2016-03-10,71.440002,72.32,69.790001,70.699997,4977700,70.699997
2016-03-09,70.089996,71.120003,69.919998,71.040001,4254600,71.040001
2016-03-08,69.790001,70.900002,69.169998,69.82,4072000,69.82
2016-03-07,70.50,70.860001,69.00,70.489998,4613100,70.489998
2016-03-04,71.18,72.18,70.629997,71.059998,4347900,71.059998
2016-03-03,70.050003,70.940002,69.519997,70.800003,3237600,70.800003
2016-03-02,69.68,70.550003,69.519997,70.43,4922500,70.43
2016-03-01,68.120003,70.059998,67.50,70.019997,5141500,70.019997
2016-02-29,69.129997,69.160004,67.650002,67.75,7628500,67.75
2016-02-26,69.68,70.010002,68.279999,69.720001,8364200,69.720001
2016-02-25,70.50,70.839996,67.139999,69.419998,18246100,69.419998
2016-02-24,62.00,62.98,60.330002,62.52,11909400,62.52
2016-02-23,63.720001,63.779999,62.439999,62.900002,5280400,62.900002
2016-02-22,62.139999,64.339996,62.139999,63.98,7453300,63.98
2016-02-19,61.75,62.360001,60.66,62.139999,4905600,62.139999
2016-02-18,63.48,64.18,61.580002,61.700001,6724000,61.700001
2016-02-17,60.380001,64.419998,59.889999,63.490002,9836700,63.490002
2016-02-16,60.68,60.98,58.459999,59.720001,5726200,59.720001
2016-02-12,60.009998,60.529999,59.099998,59.68,5081600,59.68
2016-02-11,57.189999,59.849998,56.580002,59.240002,7779000,59.240002
2016-02-10,58.50,61.59,58.380001,58.759998,9859700,58.759998
2016-02-09,53.610001,58.580002,52.790001,57.330002,16477700,57.330002
